"SLCO2A1","SLCO2A1_level","la_score"
1.94883010990704,"+",0.448135316894233
0,"-",0.744650499286733
0,"-",0
0,"-",0.42225392296719
0,"-",0.498879152231506
0,"-",0
0,"-",0.819034033014062
0,"-",0
0,"-",0.335642959038109
0,"-",0.396576319543509
0,"-",0.598328917872427
0,"-",0
2.1651660828208,"+",0
0,"-",0.678214795190544
0,"-",0.733849602608518
0,"-",0
1.60370267288035,"+",0.699409007540249
0,"-",0.400244548604035
0,"-",0
0,"-",0.711025066231914
0,"-",0.465253719176686
0,"-",0.351946199307112
1.34460695311487,"+",0.673120032606481
0,"-",0.478296311391889
2.49361377410879,"+",0
0,"-",0
0,"-",0.868758915834522
0,"-",0.459547585082535
1.22609565110309,"+",0.501936009781944
2.09152228469769,"+",0.353984104340738
1.43252983764731,"+",0.311391889137966
0.868493296532109,"+",0.796209496637457
2.29247782309862,"+",0.432035867128592
0,"-",0.467902995720399
0,"-",0.519665783574485
2.24937039673295,"+",0
1.15915113321375,"+",0.827593234155288
0,"-",0.224169553698798
2.64722064025442,"+",0.485225188506216
0,"-",0.349500713266762
0,"-",0.383329936824944
1.60991808530556,"+",0.409618911758712
0,"-",0.677399633177094
0,"-",0.43427756266558
0,"-",0.162013450173222
0,"-",0.383533727328306
2.11104849373699,"+",0.717546362339515
1.30219950096246,"+",0.314244956185042
2.38795483309312,"+",0
1.19197450625914,"+",0.454452822498472
0,"-",0.933564295903811
0,"-",0.424495618504178
1.24725468327683,"+",0.682086814754432
0,"-",0
0,"-",0.317505604238842
0,"-",0
2.22766170952208,"+",0
1.60497290740812,"+",0.426941104544528
0,"-",0.447320154880783
0,"-",0
0,"-",0.37497452618708
1.61184224138237,"+",0.903607091909517
0,"-",0.361728143468514
0,"-",0.520073364581211
0,"-",0
0,"-",0
0,"-",0.354799266354188
0,"-",0.655390258813939
0,"-",0
0,"-",0
0,"-",0.441614020786631
0,"-",0
0,"-",0.903199510902792
0.849513504498643,"+",0.237212145914
0.432988555573125,"+",0.47034848176075
0,"-",0.77399633177094
0.902709182689431,"+",0.427960057061341
0,"-",0
0,"-",0.463623395149786
0,"-",0
0.815119581371606,"+",0.42469940900754
0,"-",0
0,"-",0
0,"-",0.471367434277563
0,"-",0.698390055023436
0,"-",0.475035663338088
1.525993697848,"+",0.767271245159976
0,"-",0
2.14360348589712,"+",0.426125942531078
0,"-",0.89423272875484
0.770649954480286,"+",0.455267984511922
0,"-",0
0,"-",0.453637660485021
0,"-",0.807417974322397
1.24690118287777,"+",0.723863867943754
0,"-",0.806806602812309
0,"-",0.832687996739352
2.43293853923944,"+",0.353984104340738
0,"-",0
0,"-",0.401671082127573
0,"-",0.430201752598329
1.16762484306341,"+",0.431424495618504
0,"-",0.358671285918076
0,"-",0.850825351538618
0,"-",0.40065212961076
0,"-",0.417974322396576
0,"-",0
2.39653275101432,"+",0
0,"-",0.0497248828204606
2.30646427210563,"+",0.187283472590177
0,"-",0.411453026288975
0,"-",0
0,"-",0.392704299979621
0,"-",0.776849398818015
1.13934504091892,"+",0.435704096189118
0,"-",0.531078051762788
2.78771760383608,"+",0.406154473201549
0,"-",0
0,"-",0
3.19238003110314,"+",0
0,"-",0
0,"-",0.367841858569391
1.91575500007158,"+",0.237008355410638
1.23002278972349,"+",0.433666191155492
0.747039006312881,"+",0.274505808029346
0,"-",0
0,"-",0.302832687996739
0,"-",0
2.21655431424787,"+",0
1.57605208029777,"+",0.570205828408396
1.20605348398574,"+",0.386794375382107
0,"-",0
0,"-",0.430609333605054
0,"-",0.820868147544324
0,"-",0.459343794579173
0,"-",0
2.12715767699375,"+",0.176482575911963
1.02679926404938,"+",0.405746892194824
2.02708950432037,"+",0
1.7456823059448,"+",0.878948441002649
0,"-",0
0,"-",0
0,"-",0
0.618907369249803,"+",0.845730588954555
1.39543857749124,"+",0.233543916853475
