"cytotoxicity_score","inflammatory_score","general_stress_score","PTGDR","PTGDR_level"
0.121913895123444,0.15033965626044,0.505824333421137,0,"-"
0.0839114466435421,0.0350050113218753,0.478005092633243,0,"-"
0.350387675984493,0.245072200155908,0.370957356513595,1.35247189521277,"+"
0.661395633544175,0.0886818367422696,0.327684607955044,0,"-"
0.325494796980208,0.201380897583429,0.136652325343167,0,"-"
0.691542542338298,0.128067114592227,0.336333304065326,0,"-"
0.545602938175882,0.172500835220313,0.449717563731086,0,"-"
0.495409100183636,0.180518950220869,0.513082799192203,0,"-"
0.361201795551928,0.178848509595753,0.465229607516024,0,"-"
0.65435625382575,0.235606369946917,0.290763016946176,0,"-"
0.179147112834115,0,0.473044165422776,0,"-"
0.117016935319323,0.0608782805597832,0.50819504199959,0,"-"
0,0.0706410779910167,0.452424854391664,0,"-"
0.0647316874107325,0.153643416607892,0.43994204934586,0,"-"
0.118955315241787,0.0876795723672,0.501931688471332,0,"-"
0.0710569271577229,0,0.391093745426874,0,"-"
0.184503162619873,0.0614722150042689,0.40823016360816,0,"-"
0.662160783513569,0.178217454248487,0.212134515760822,0,"-"
0.633544174658233,0.161216080775084,0.403430210436971,0,"-"
0.137471944501122,0.054493485281562,0.371571984663564,0,"-"
0.56248724750051,0.176324288206689,0.453727280709457,0,"-"
0.532187308712508,0.181892423623743,0.485526970468581,0,"-"
0.352632115894715,0.126582278481013,0.426522668071531,0,"-"
0.0443276882268925,0,0.453566306670179,0,"-"
0.106100795755968,0,0.367532999678052,0,"-"
0.109518465619261,0.199079401611047,0.337138174261714,0,"-"
0.231585390736584,0.227068562307435,0.320045658091141,0,"-"
0.14670475413181,0.116114183896952,0.316606667252027,0,"-"
0.669098143236074,0.174431122164891,0.394283958205286,0,"-"
0.362936135482555,0.159805486469431,0.334226007551146,0,"-"
0.668435013262599,0.203236942722447,0.351830713846694,0,"-"
0.461283411548664,0.181038642859794,0.454576052916557,0,"-"
0.112426035502959,0.203942239875274,0.372640266924225,0,"-"
0.351509895939604,0.255800141059431,0.415269119325665,1.5630975751754,"+"
0.437104672515813,0.177809124317903,0.455205315070097,0,"-"
0.0919710263211589,0,0.541136184037229,0,"-"
0.67736176290553,0.147815434871376,0.244973219773466,0,"-"
0.421852683125893,0.172983406956457,0.525433898205871,0,"-"
0.113344215466231,0,0.526414376445108,0,"-"
0.21551724137931,0.138089758342923,0.445502970702725,0,"-"
0.417210773311569,0.189056757860351,0.298358064799368,1.97670334482511,"+"
0.815139767394409,0.293737703700954,0.260046243451283,0,"-"
0.609161395633544,0.267084895504659,0.501346328328504,0,"-"
0.180269332789227,0.12105126396674,0.317645681505546,0,"-"
0.126912874923485,0.0893128920895356,0.267158369186642,0,"-"
0.430167312793307,0.180073499387505,0.329777270465654,0,"-"
0,0.109358179590928,0.386147452219978,0,"-"
0.574474597021016,0.221389064182041,0.494175666578863,0,"-"
0.341307896347684,0.295222539812168,0.367942751778031,0,"-"
0.0490716180371353,0.056163925906678,0.362762314514005,0,"-"
