,p.value,statistic.t,mean_case,mean_control,p.adjust,log2FC
HG.5.113.01_1142,0.00191329719341009,3.14604807840875,4.84810733899163,4.3793507896501,0.00369568457885001,0.146704625501744
HG.5.88.01_1143,0.000154118080918742,3.86007653290937,31.9259410418411,27.0276304140458,0.000406916084152362,0.240294112694278
TW.37_1149,0.0133142567180406,2.50586686643148,0.6181141811063,0.545330953699636,0.0205308076282391,0.180741317462656
XMD11.85h_1158,4.6334409543308e-08,5.66472199869903,52.3544289953608,43.3626967446131,5.48539622657873e-07,0.271857107799893
ZG.10_1161,8.25265549910753e-08,5.57934828374927,4.17362617386734,3.3789752447104,8.41312380047907e-07,0.304715605047792
XMD8.92_1164,2.09722745622359e-09,6.26339023313879,22.829755783557,18.6466714390821,5.13121650956039e-08,0.291997304387369
QL.VIII.58_1166,3.09767186959011e-05,4.30492782546292,0.325880070860398,0.259084659384544,0.000111455448641134,0.330917532118708
Rucaparib_1175,8.53908194565752e-06,4.56911084845741,37.403588500266,32.0415771072607,3.64400357448408e-05,0.223231529032309
AZ20_1184,0.00352540537152267,2.95421876313553,2.67930894934839,2.22486925309586,0.00619054436052067,0.268140389986962
KU.60019_1185,0.0043500985130114,2.88948626661302,24.2092907005435,21.8747518209774,0.00749524016091635,0.146294161938187
GSK269962A_1192,9.92915053678124e-08,5.51540153709978,10.9710799118086,8.49987320568145,9.58946907104925e-07,0.368192315388512
SB505124_1194,8.26983951966054e-11,6.82454757187241,80.3812178578097,65.5856779127801,5.53995587219831e-09,0.293477631089304
Tamoxifen_1199,4.33043354238361e-06,4.71375333904092,44.9882524703947,39.7755827097119,2.11902548007304e-05,0.177665261669031
QL.XII.61_1203,6.43877801628012e-08,5.6153013673298,56.4849727338165,45.7716035604872,6.75151866278515e-07,0.303414267738996
JQ1_1218,3.66753007851211e-09,6.15159546622632,9.59591747423736,8.07700380302658,7.91755022831733e-08,0.248600531676176
PFI.1_1219,0.000105801425571421,3.94894441324193,14.9329591448244,12.5420289773628,0.000305741127438674,0.251729323182937
IOX2_1230,0.033318074526738,2.14221173277391,1.03750448322555,1.00324559988605,0.0473943153151661,0.0484427419471508
YK.4.279_1239,0.000220060290769422,3.76705681749169,4.51444246185082,3.80422090710765,0.000553165251454644,0.246946800015426
CHIR.99021_1241,1.33927279407093e-05,4.46876789853889,49.7285126385438,42.7409164983419,5.4612568380448e-05,0.218455437106317
X.5Z..7.Oxozeaenol_1242,1.44552786915981e-08,5.95064058870746,3.38078259739402,2.22543267898158,2.30655968687674e-07,0.603271387283859
Piperlongumine_1243,2.8997375619382e-07,5.29739516191193,5.14595700143008,4.41943704679418,2.26426316006664e-06,0.2195767931648
Talazoparib_1259,0.00300000042871993,3.00625182059593,12.7693282672394,10.2315682254089,0.00537073247483031,0.319655345264301
UNC1215_1262,0.000303323511064006,3.67134853684624,11.7850734133618,11.0313554010024,0.000732366635266382,0.0953506827400647
UNC0642_1263,0.0011774576294338,3.28760702581054,5.80572189098435,5.49291532348228,0.00240070527779002,0.079903412779568
SGC0946_1264,0.00213662662788714,3.10893705248849,6.02544202461761,5.73245442907548,0.00399873933651902,0.0719140999481946
ICL1100013_1266,0.00194571844690552,3.14402494987166,8.02231633879564,6.5630316301186,0.00371915973965795,0.289656470035721
