Sender,Metabolite,Metabolite_Name,Receiver,Sensor,Commu_Score,metabolite_prop_in_sender,sensor_prop_in_receiver,Annotation,ztest_stat,ztest_pval,ttest_stat,ttest_pval,ranksum_test_stat,ranksum_test_pval,permutation_test_stat,permutation_test_pval,ztest_fdr,ttest_fdr,ranksum_test_fdr,permutation_test_fdr
Endo,HMDB0000097,Choline,Fibro,SLC44A1,0.304214598,0.384432843,0.345823928,Transporter,-222.1359743,0,-7.021046644,2.03E-12,-1.730321351,0.041786439,0,0,0,1.40E-11,0.12528449,0
Myeloid,HMDB0001852,all-trans-Retinoic acid,Epi,RXRA,0.694117587,0.360333333,0.236666667,Nuclear Receptor,-1478.398987,0,-46.72772286,6.83E-254,-1.730321351,0.041786439,0,0,0,4.92E-252,0.12528449,0
Endo,HMDB0001852,all-trans-Retinoic acid,Myeloid,RXRA,0.680317632,0.2078785,0.3015,Nuclear Receptor,-1026.78694,0,-32.45363126,1.18E-158,-1.730321351,0.041786439,0,0,0,4.93E-157,0.12528449,0
Myeloid,HMDB0001852,all-trans-Retinoic acid,Endo,RXRA,0.615662107,0.360333333,0.132415757,Nuclear Receptor,-812.5232025,0,-25.68140223,2.14E-112,-1.730321351,0.041786439,0,0,0,6.62E-111,0.12528449,0
Mast,HMDB0001852,all-trans-Retinoic acid,Fibro,RXRA,0.582286535,0.307890961,0.140406321,Nuclear Receptor,-884.5870108,0,-27.95912136,7.77E-128,-1.730321351,0.041786439,0,0,0,2.64E-126,0.12528449,0
Myeloid,HMDB0002369,9-cis-Retinoic acid,pDC,RXRA,0.332518508,0.360333333,0.072009292,Nuclear Receptor,-160.4599046,0,-5.071652524,2.35E-07,-1.730321351,0.041786439,0,0,0,1.17E-06,0.12528449,0
Fibro,HMDB0000097,Choline,Fibro,SLC44A2,0.295031635,0.588713318,0.14221219,Transporter,-355.6047656,0,-11.23959167,5.51E-28,-1.730321351,0.041786439,0,0,0,6.43E-27,0.12528449,0
pDC,HMDB0000097,Choline,Oligo,SLC44A3,0.059791933,0.826945412,0.018320611,Transporter,-246.7364566,0,-7.798593525,7.85E-15,-1.730321351,0.041786439,0,0,0,6.16E-14,0.12528449,0
Myeloid,HMDB0001178,Adenosine diphosphate ribose,Fibro,CD38,0.009070241,0.355,0.021896163,Transporter,-379.933865,0,-12.00856096,1.98E-31,-1.730321351,0.041786439,0,0,0,2.49E-30,0.12528449,0
Myeloid,HMDB0001852,all-trans-Retinoic acid,Myeloid,RXRA,1.012881647,0.360333333,0.3015,Nuclear Receptor,-2391.559893,0,-75.58997869,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Mast,HMDB0001852,all-trans-Retinoic acid,Epi,RXRA,0.847117257,0.307890961,0.236666667,Nuclear Receptor,-1732.184537,0,-54.74911694,2.56E-303,-1.730321351,0.041786439,0,0,0,2.36E-301,0.12528449,0
Fibro,HMDB0001852,all-trans-Retinoic acid,Fibro,RXRA,0.792115373,0.441309255,0.140406321,Nuclear Receptor,-1478.678285,0,-46.73655063,6.00E-254,-1.730321351,0.041786439,0,0,0,4.33E-252,0.12528449,0
Mast,HMDB0001852,all-trans-Retinoic acid,Endo,RXRA,0.751368364,0.307890961,0.132415757,Nuclear Receptor,-1045.718886,0,-33.05201283,9.17E-163,-1.730321351,0.041786439,0,0,0,3.95E-161,0.12528449,0
Epi,HMDB0001852,all-trans-Retinoic acid,Myeloid,RXRA,0.382222487,0.162,0.3015,Nuclear Receptor,-516.2096484,0,-16.31582652,1.55E-53,-1.730321351,0.041786439,0,0,0,2.69E-52,0.12528449,0
Myeloid,HMDB0000244,Riboflavin,Oligo,SLC52A2,0.782901812,0.77,0.123664122,Transporter,-509.7668657,0,-16.11218963,2.14E-52,-1.730321351,0.041786439,0,0,0,3.65E-51,0.12528449,0
Myeloid,HMDB0000123,Glycine,pDC,GRIN1,0.024304955,0.669333333,0.016260163,Receptor,-1571.556917,0,-49.67216344,1.96E-272,-1.730321351,0.041786439,0,0,0,1.54E-270,0.12528449,0
NK,HMDB0000123,Glycine,Epi,GRIN1,0.001861511,0.178666667,0.014,Receptor,-225.4767186,0,-7.126637474,9.84E-13,-1.730321351,0.041786439,0,0,0,6.91E-12,0.12528449,0
NK,HMDB0001358,Retinal,pDC,RXRA,0.057147703,0.2615,0.072009292,Nuclear Receptor,-405.621776,0,-12.82047817,3.03E-35,-1.730321351,0.041786439,0,0,0,4.06E-34,0.12528449,0
Epi,HMDB0001358,Retinal,Endo,RXRA,0.187385646,0.596333333,0.132415757,Nuclear Receptor,-1090.66936,0,-34.47276144,1.68E-172,-1.730321351,0.041786439,0,0,0,7.64E-171,0.12528449,0
Endo,HMDB0000122,D-Glucose,Mast,SLC2A10,0.006847066,0.35168486,0.019225251,Transporter,-260.7427458,0,-8.241289985,2.66E-16,-1.730321351,0.041786439,0,0,0,2.20E-15,0.12528449,0
Fibro,HMDB0000122,D-Glucose,Mast,SLC2A10,0.010277924,0.439277652,0.019225251,Transporter,-496.2677282,0,-15.6855227,4.91E-50,-1.730321351,0.041786439,0,0,0,8.12E-49,0.12528449,0
Fibro,HMDB0000286,Uridine diphosphate glucose,Fibro,P2RY14,0.380543605,0.459593679,0.04221219,Receptor,-169.1831866,0,-5.347369097,5.53E-08,-1.730321351,0.041786439,0,0,0,2.90E-07,0.12528449,0
Epi,HMDB0000244,Riboflavin,Epi,SLC52A2,0.695801858,0.629833333,0.314833333,Transporter,-837.8362014,0,-26.4814696,8.55E-118,-1.730321351,0.041786439,0,0,0,2.74E-116,0.12528449,0
Endo,HMDB0000123,Glycine,pDC,GRIN1,0.016213147,0.459895586,0.016260163,Receptor,-1012.278205,0,-31.995054,1.66E-155,-1.730321351,0.041786439,0,0,0,6.77E-154,0.12528449,0
T,HMDB0000123,Glycine,Epi,GRIN1,0.002231077,0.214,0.014,Receptor,-295.5330566,0,-9.34090654,3.01E-20,-1.730321351,0.041786439,0,0,0,2.87E-19,0.12528449,0
NK,HMDB0000123,Glycine,pDC,GRIN1,0.003602896,0.178666667,0.016260163,Receptor,-194.5501512,0,-6.149142168,5.62E-10,-1.730321351,0.041786439,0,0,0,3.40E-09,0.12528449,0
Oligo,HMDB0001358,Retinal,Fibro,RXRA,0.120558779,0.432061069,0.140406321,Nuclear Receptor,-281.0140731,0,-8.882005362,1.50E-18,-1.730321351,0.041786439,0,0,0,1.35E-17,0.12528449,0
Fibro,HMDB0000097,Choline,pDC,SLC44A2,0.716586712,0.588713318,0.292682927,Transporter,-930.4795816,0,-29.40964679,9.35E-138,-1.730321351,0.041786439,0,0,0,3.42E-136,0.12528449,0
pDC,HMDB0000097,Choline,NK,SLC44A2,0.787761409,0.826945412,0.104666667,Transporter,-1024.681816,0,-32.38709466,3.37E-158,-1.730321351,0.041786439,0,0,0,1.40E-156,0.12528449,0
pDC,HMDB0000097,Choline,Epi,SLC44A2,0.793992937,0.826945412,0.223666667,Transporter,-1046.378174,0,-33.07285095,6.60E-163,-1.730321351,0.041786439,0,0,0,2.85E-161,0.12528449,0
pDC,HMDB0000097,Choline,B,SLC44A2,0.842198836,0.826945412,0.126666667,Transporter,-1115.668051,0,-35.2628945,6.66E-178,-1.730321351,0.041786439,0,0,0,3.13E-176,0.12528449,0
Fibro,HMDB0000097,Choline,Endo,SLC44A2,0.902668475,0.588713318,0.309919317,Transporter,-1845.257144,0,-58.32300024,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
B,HMDB0000123,Glycine,pDC,GRIN1,0.003788174,0.202166667,0.016260163,Receptor,-208.3819809,0,-6.586324492,3.64E-11,-1.730321351,0.041786439,0,0,0,2.35E-10,0.12528449,0
pDC,HMDB0001358,Retinal,Mast,RXRA,0.024096784,0.284552846,0.037015782,Nuclear Receptor,-151.7516846,0,-4.796412015,9.31E-07,-1.730321351,0.041786439,0,0,0,4.44E-06,0.12528449,0
pDC,HMDB0001358,Retinal,Oligo,RXRA,0.026153915,0.284552846,0.05648855,Nuclear Receptor,-144.8105479,0,-4.577023664,2.65E-06,-1.730321351,0.041786439,0,0,0,1.22E-05,0.12528449,0
B,HMDB0001358,Retinal,pDC,RXRA,0.031148087,0.167833333,0.072009292,Nuclear Receptor,-331.873643,0,-10.48952262,8.56E-25,-1.730321351,0.041786439,0,0,0,9.28E-24,0.12528449,0
T,HMDB0001358,Retinal,NK,RXRA,0.031703895,0.281666667,0.027333333,Nuclear Receptor,-435.9632746,0,-13.77948122,5.62E-40,-1.730321351,0.041786439,0,0,0,8.15E-39,0.12528449,0
pDC,HMDB0000097,Choline,Oligo,SLC44A2,1.044268708,0.826945412,0.19389313,Transporter,-1071.192442,0,-33.85715495,2.76E-168,-1.730321351,0.041786439,0,0,0,1.23E-166,0.12528449,0
Epi,HMDB0001358,Retinal,Epi,RXRA,0.211264703,0.596333333,0.236666667,Nuclear Receptor,-1263.406475,0,-39.93245948,1.76E-209,-1.730321351,0.041786439,0,0,0,9.77E-208,0.12528449,0
Oligo,HMDB0001358,Retinal,Myeloid,RXRA,0.255935941,0.432061069,0.3015,Nuclear Receptor,-496.9832777,0,-15.70813906,3.69E-50,-1.730321351,0.041786439,0,0,0,6.11E-49,0.12528449,0
Epi,HMDB0001358,Retinal,Myeloid,RXRA,0.308285144,0.596333333,0.3015,Nuclear Receptor,-1746.852721,0,-55.2127339,4.55E-306,-1.730321351,0.041786439,0,0,0,4.23E-304,0.12528449,0
Fibro,HMDB0000097,Choline,Oligo,SLC44A2,0.494268951,0.588713318,0.19389313,Transporter,-473.1290795,0,-14.95417996,4.44E-46,-1.730321351,0.041786439,0,0,0,6.98E-45,0.12528449,0
T,HMDB0000123,Glycine,pDC,GRIN1,0.004318179,0.214,0.016260163,Receptor,-243.6284545,0,-7.700358973,1.63E-14,-1.730321351,0.041786439,0,0,0,1.26E-13,0.12528449,0
pDC,HMDB0000123,Glycine,Epi,GRIN1,0.007191063,0.4970964,0.014,Receptor,-1045.131501,0,-33.03344738,1.23E-162,-1.730321351,0.041786439,0,0,0,5.29E-161,0.12528449,0
Myeloid,HMDB0000123,Glycine,Epi,GRIN1,0.01255766,0.669333333,0.014,Receptor,-2244.766946,0,-70.95029738,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
NK,HMDB0001358,Retinal,T,RXRA,0.020169819,0.2615,0.025166667,Nuclear Receptor,-374.4101431,0,-11.8339728,1.24E-30,-1.730321351,0.041786439,0,0,0,1.54E-29,0.12528449,0
Endo,HMDB0000123,Glycine,Epi,GRIN1,0.008376859,0.459895586,0.014,Receptor,-1346.047629,0,-42.54449655,8.41E-227,-1.730321351,0.041786439,0,0,0,5.20E-225,0.12528449,0
Myeloid,HMDB0000067,Cholesterol,Fibro,RORC,0.044492366,0.565,0.012189616,Nuclear Receptor,-174.7295162,0,-5.52267181,2.13E-08,-1.730321351,0.041786439,0,0,0,1.16E-07,0.12528449,0
pDC,HMDB0000123,Glycine,pDC,GRIN1,0.013918075,0.4970964,0.016260163,Receptor,-841.1010669,0,-26.58466213,1.71E-118,-1.730321351,0.041786439,0,0,0,5.51E-117,0.12528449,0
Oligo,HMDB0000122,D-Glucose,B,SLC2A8,0.016092516,0.508396947,0.0105,Transporter,-162.5884685,0,-5.138929994,1.66E-07,-1.730321351,0.041786439,0,0,0,8.41E-07,0.12528449,0
NK,HMDB0001358,Retinal,Endo,RXRA,0.105973824,0.2615,0.132415757,Nuclear Receptor,-705.7435561,0,-22.30642039,4.57E-90,-1.730321351,0.041786439,0,0,0,1.20E-88,0.12528449,0
Fibro,HMDB0000097,Choline,B,SLC44A2,0.398626074,0.588713318,0.126666667,Transporter,-740.9039929,0,-23.41773551,2.53E-97,-1.730321351,0.041786439,0,0,0,7.05E-96,0.12528449,0
Myeloid,HMDB0000097,Choline,Myeloid,SLC44A2,0.226877078,0.719666667,0.106333333,Transporter,-175.8229217,0,-5.557231053,1.76E-08,-1.730321351,0.041786439,0,0,0,9.64E-08,0.12528449,0
B,HMDB0000097,Choline,Endo,SLC44A2,0.248518058,0.229833333,0.309919317,Transporter,-191.4096427,0,-6.049880186,1.02E-09,-1.730321351,0.041786439,0,0,0,6.08E-09,0.12528449,0
Myeloid,HMDB0000097,Choline,pDC,SLC44A2,1.009009204,0.719666667,0.292682927,Transporter,-1473.663299,0,-46.57804208,6.15E-253,-1.730321351,0.041786439,0,0,0,4.37E-251,0.12528449,0
Myeloid,HMDB0000097,Choline,T,SLC44A2,0.399797124,0.719666667,0.096166667,Transporter,-797.9648192,0,-25.22125574,2.64E-109,-1.730321351,0.041786439,0,0,0,7.98E-108,0.12528449,0
Myeloid,HMDB0000097,Choline,Endo,SLC44A2,1.271026639,0.719666667,0.309919317,Transporter,-2828.471769,0,-89.39944233,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
pDC,HMDB0000097,Choline,pDC,SLC44A2,1.513971448,0.826945412,0.292682927,Transporter,-1748.563818,0,-55.26681649,2.18E-306,-1.730321351,0.041786439,0,0,0,2.03E-304,0.12528449,0
Mast,HMDB0000067,Cholesterol,Fibro,RORB,0.035062884,0.101865136,0.029345372,Nuclear Receptor,-451.9384694,0,-14.28440884,1.47E-42,-1.730321351,0.041786439,0,0,0,2.20E-41,0.12528449,0
pDC,HMDB0000097,Choline,T,SLC44A2,0.599877016,0.826945412,0.096166667,Transporter,-722.3225724,0,-22.83043298,1.79E-93,-1.730321351,0.041786439,0,0,0,4.81E-92,0.12528449,0
Fibro,HMDB0000538,Adenosine triphosphate,Mast,P2RX1,0.085086212,0.572911964,0.150932568,Receptor,-3282.164186,0,-103.7392881,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Fibro,HMDB0000538,Adenosine triphosphate,pDC,P2RX1,0.091144484,0.572911964,0.203252033,Receptor,-2388.518811,0,-75.49385926,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Myeloid,HMDB0001178,Adenosine diphosphate ribose,Endo,CD38,0.014815877,0.355,0.019458946,Transporter,-347.0326628,0,-10.96865341,8.20E-27,-1.730321351,0.041786439,0,0,0,9.29E-26,0.12528449,0
Myeloid,HMDB0001178,Adenosine diphosphate ribose,T,CD38,0.025683121,0.355,0.027333333,Transporter,-529.5951969,0,-16.73890324,6.28E-56,-1.730321351,0.041786439,0,0,0,1.12E-54,0.12528449,0
B,HMDB0001358,Retinal,Myeloid,RXRA,0.095027102,0.167833333,0.3015,Nuclear Receptor,-732.625986,0,-23.15609273,1.32E-95,-1.730321351,0.041786439,0,0,0,3.63E-94,0.12528449,0
Epi,HMDB0001358,Retinal,pDC,RXRA,0.101050041,0.596333333,0.072009292,Nuclear Receptor,-568.3626824,0,-17.96422627,4.79E-63,-1.730321351,0.041786439,0,0,0,9.45E-62,0.12528449,0
pDC,HMDB0000097,Choline,Fibro,SLC44A2,0.623329269,0.826945412,0.14221219,Transporter,-742.8214204,0,-23.4783396,1.01E-97,-1.730321351,0.041786439,0,0,0,2.83E-96,0.12528449,0
Epi,HMDB0000538,Adenosine triphosphate,Mast,P2RX1,0.097820126,0.582166667,0.150932568,Receptor,-4011.615792,0,-126.7950483,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Epi,HMDB0000538,Adenosine triphosphate,pDC,P2RX1,0.104785072,0.582166667,0.203252033,Receptor,-2802.788501,0,-88.58767186,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
pDC,HMDB0000097,Choline,Mast,SLC44A2,0.412927016,0.826945412,0.065710187,Transporter,-383.4219791,0,-12.1188097,6.16E-32,-1.730321351,0.041786439,0,0,0,7.79E-31,0.12528449,0
Myeloid,HMDB0000097,Choline,Fibro,SLC44A2,0.415427233,0.719666667,0.14221219,Transporter,-782.1018552,0,-24.7198754,5.95E-106,-1.730321351,0.041786439,0,0,0,1.77E-104,0.12528449,0
Myeloid,HMDB0000097,Choline,NK,SLC44A2,0.525015524,0.719666667,0.104666667,Transporter,-1250.831076,0,-39.53498911,8.02E-207,-1.730321351,0.041786439,0,0,0,4.39E-205,0.12528449,0
Myeloid,HMDB0000097,Choline,Epi,SLC44A2,0.52916862,0.719666667,0.223666667,Transporter,-1300.03242,0,-41.09009487,3.42E-217,-1.730321351,0.041786439,0,0,0,2.00E-215,0.12528449,0
Myeloid,HMDB0000097,Choline,B,SLC44A2,0.561296171,0.719666667,0.126666667,Transporter,-1400.277657,0,-44.2585438,5.28E-238,-1.730321351,0.041786439,0,0,0,3.46E-236,0.12528449,0
pDC,HMDB0000097,Choline,Endo,SLC44A2,1.90711644,0.826945412,0.309919317,Transporter,-2758.662575,0,-87.19298473,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Endo,HMDB0000286,Uridine diphosphate glucose,pDC,P2RY14,1.617394136,0.294731846,0.261324042,Receptor,-808.7419788,0,-25.56188917,1.36E-111,-1.730321351,0.041786439,0,0,0,4.19E-110,0.12528449,0
Myeloid,HMDB0000097,Choline,Oligo,SLC44A2,0.695968699,0.719666667,0.19389313,Transporter,-810.3921098,0,-25.61404482,6.08E-112,-1.730321351,0.041786439,0,0,0,1.87E-110,0.12528449,0
Fibro,HMDB0000097,Choline,NK,SLC44A2,0.372859976,0.588713318,0.104666667,Transporter,-649.1701505,0,-20.51830606,1.20E-78,-1.730321351,0.041786439,0,0,0,2.82E-77,0.12528449,0
Fibro,HMDB0000097,Choline,Epi,SLC44A2,0.375809457,0.588713318,0.223666667,Transporter,-650.850268,0,-20.57140949,5.56E-79,-1.730321351,0.041786439,0,0,0,1.31E-77,0.12528449,0
Epi,HMDB0000097,Choline,Endo,SLC44A2,0.377787306,0.4765,0.309919317,Transporter,-535.6074256,0,-16.92893161,5.15E-57,-1.730321351,0.041786439,0,0,0,9.35E-56,0.12528449,0
Myeloid,HMDB0000067,Cholesterol,Epi,RORB,0.068728293,0.565,0.017833333,Nuclear Receptor,-1196.431367,0,-37.81557876,2.99E-195,-1.730321351,0.041786439,0,0,0,1.56E-193,0.12528449,0
Oligo,HMDB0000067,Cholesterol,Oligo,RORB,0.041473129,0.396946565,0.013740458,Nuclear Receptor,-204.1849795,0,-6.453669964,8.50E-11,-1.730321351,0.041786439,0,0,0,5.36E-10,0.12528449,0
Endo,HMDB0000067,Cholesterol,Oligo,RORB,0.037002713,0.257712387,0.013740458,Nuclear Receptor,-176.2921966,0,-5.572063414,1.62E-08,-1.730321351,0.041786439,0,0,0,8.90E-08,0.12528449,0
Oligo,HMDB0001358,Retinal,pDC,RXRA,0.083890962,0.432061069,0.072009292,Nuclear Receptor,-214.6655031,0,-6.784927634,9.93E-12,-1.730321351,0.041786439,0,0,0,6.58E-11,0.12528449,0
T,HMDB0000286,Uridine diphosphate glucose,pDC,P2RY14,2.064035163,0.275333333,0.261324042,Receptor,-1093.293555,0,-34.55570432,4.54E-173,-1.730321351,0.041786439,0,0,0,2.07E-171,0.12528449,0
Fibro,HMDB0000234,Testosterone,Fibro,AR,0.058412382,0.181038375,0.13972912,Nuclear Receptor,-905.01448,0,-28.60477191,3.03E-132,-1.730321351,0.041786439,0,0,0,1.06E-130,0.12528449,0
Epi,HMDB0000244,Riboflavin,Endo,SLC52A2,0.363590353,0.629833333,0.128144281,Transporter,-138.2391228,0,-4.369320784,6.88E-06,-1.730321351,0.041786439,0,0,0,3.02E-05,0.12528449,0
Mast,HMDB0000286,Uridine diphosphate glucose,Fibro,P2RY14,0.459462221,0.33830703,0.04221219,Receptor,-271.9813907,0,-8.596509579,1.57E-17,-1.730321351,0.041786439,0,0,0,1.36E-16,0.12528449,0
Myeloid,HMDB0000286,Uridine diphosphate glucose,Fibro,P2RY14,0.408387456,0.511166667,0.04221219,Receptor,-211.3698564,0,-6.680762203,1.97E-11,-1.730321351,0.041786439,0,0,0,1.29E-10,0.12528449,0
Endo,HMDB0000122,D-Glucose,Epi,SLC2A10,0.014922015,0.35168486,0.091833333,Transporter,-475.2607066,0,-15.02155425,1.94E-46,-1.730321351,0.041786439,0,0,0,3.06E-45,0.12528449,0
Myeloid,HMDB0000244,Riboflavin,NK,SLC52A2,0.819979836,0.77,0.082166667,Transporter,-1062.520811,0,-33.58307091,2.09E-166,-1.730321351,0.041786439,0,0,0,9.17E-165,0.12528449,0
Myeloid,HMDB0000244,Riboflavin,Myeloid,SLC52A2,0.948042634,0.77,0.211166667,Transporter,-1324.021685,0,-41.84832304,3.26E-222,-1.730321351,0.041786439,0,0,0,1.98E-220,0.12528449,0
Fibro,HMDB0000286,Uridine diphosphate glucose,pDC,P2RY14,2.294884426,0.459593679,0.261324042,Receptor,-1225.388291,0,-38.73081961,2.01E-201,-1.730321351,0.041786439,0,0,0,1.08E-199,0.12528449,0
Myeloid,HMDB0000244,Riboflavin,Fibro,SLC52A2,0.983491759,0.77,0.185778781,Transporter,-1285.097209,0,-40.61803799,4.69E-214,-1.730321351,0.041786439,0,0,0,2.67E-212,0.12528449,0
Epi,HMDB0000244,Riboflavin,Myeloid,SLC52A2,0.405411602,0.629833333,0.211166667,Transporter,-264.3730675,0,-8.356033481,1.08E-16,-1.730321351,0.041786439,0,0,0,9.01E-16,0.12528449,0
Myeloid,HMDB0000244,Riboflavin,Endo,SLC52A2,0.850244922,0.77,0.128144281,Transporter,-902.2310302,0,-28.51679548,1.21E-131,-1.730321351,0.041786439,0,0,0,4.21E-130,0.12528449,0
Myeloid,HMDB0000244,Riboflavin,pDC,SLC52A2,0.933058987,0.77,0.152148664,Transporter,-732.6775535,0,-23.15772263,1.29E-95,-1.730321351,0.041786439,0,0,0,3.55E-94,0.12528449,0
Myeloid,HMDB0000244,Riboflavin,Epi,SLC52A2,1.627111367,0.77,0.314833333,Transporter,-2528.543325,0,-79.91961088,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
T,HMDB0001358,Retinal,Oligo,RXRA,0.039009072,0.281666667,0.05648855,Nuclear Receptor,-322.7452455,0,-10.20100157,1.30E-23,-1.730321351,0.041786439,0,0,0,1.36E-22,0.12528449,0
NK,HMDB0001358,Retinal,Fibro,RXRA,0.082126336,0.2615,0.140406321,Nuclear Receptor,-643.4652866,0,-20.33799255,1.62E-77,-1.730321351,0.041786439,0,0,0,3.76E-76,0.12528449,0
pDC,HMDB0001358,Retinal,Endo,RXRA,0.073974192,0.284552846,0.132415757,Nuclear Receptor,-240.2729443,0,-7.594301438,3.55E-14,-1.730321351,0.041786439,0,0,0,2.69E-13,0.12528449,0
B,HMDB0001358,Retinal,Fibro,RXRA,0.044762574,0.167833333,0.140406321,Nuclear Receptor,-474.243536,0,-14.98940456,2.88E-46,-1.730321351,0.041786439,0,0,0,4.54E-45,0.12528449,0
Oligo,HMDB0000050,Adenosine,Oligo,SLC29A1,0.003687325,0.380152672,0.010687023,Transporter,-111.26456,0,-3.516736394,0.000228262,-1.730321351,0.041786439,0,0,0,0.00085537,0.12528449,0
Oligo,HMDB0000050,Adenosine,Fibro,SLC29A1,0.085367057,0.380152672,0.180361174,Transporter,-347.0660109,0,-10.96970745,8.11E-27,-1.730321351,0.041786439,0,0,0,9.20E-26,0.12528449,0
pDC,HMDB0001311,D-Lactic acid,T,SLC16A1,0.16426712,0.300813008,0.034333333,Transporter,-125.6286758,0,-3.970742675,3.84E-05,-1.730321351,0.041786439,0,0,0,0.000156192,0.12528449,0
B,HMDB0000148,L-Glutamic acid,Epi,TRPV1,0.000445697,0.388,0.016166667,Receptor,-183.5604823,0,-5.801791954,4.40E-09,-1.730321351,0.041786439,0,0,0,2.51E-08,0.12528449,0
Mast,HMDB0000050,Adenosine,Fibro,SLC29A1,0.003342526,0.246771879,0.180361174,Transporter,-276.578763,0,-8.741818618,4.78E-18,-1.730321351,0.041786439,0,0,0,4.23E-17,0.12528449,0
T,HMDB0001358,Retinal,Fibro,RXRA,0.08550529,0.281666667,0.140406321,Nuclear Receptor,-682.7552416,0,-21.57982926,2.20E-85,-1.730321351,0.041786439,0,0,0,5.46E-84,0.12528449,0
pDC,HMDB0001358,Retinal,NK,RXRA,0.021256106,0.284552846,0.027333333,Nuclear Receptor,-146.2914124,0,-4.623829315,2.13E-06,-1.730321351,0.041786439,0,0,0,9.88E-06,0.12528449,0
Oligo,HMDB0001358,Retinal,NK,RXRA,0.044701128,0.432061069,0.027333333,Nuclear Receptor,-163.8350548,0,-5.17833082,1.35E-07,-1.730321351,0.041786439,0,0,0,6.90E-07,0.12528449,0
T,HMDB0001358,Retinal,T,RXRA,0.020999673,0.281666667,0.025166667,Nuclear Receptor,-377.4009164,0,-11.92850211,4.61E-31,-1.730321351,0.041786439,0,0,0,5.74E-30,0.12528449,0
Oligo,HMDB0001358,Retinal,Mast,RXRA,0.050675012,0.432061069,0.037015782,Nuclear Receptor,-172.6619633,0,-5.457322713,3.05E-08,-1.730321351,0.041786439,0,0,0,1.64E-07,0.12528449,0
Mast,HMDB0000050,Adenosine,Myeloid,SLC29A1,0.002329697,0.246771879,0.167666667,Transporter,-286.7039864,0,-9.061846321,3.30E-19,-1.730321351,0.041786439,0,0,0,3.05E-18,0.12528449,0
Endo,HMDB0001311,D-Lactic acid,Oligo,SLC16A1,0.351796498,0.196962506,0.145038168,Transporter,-298.8768786,0,-9.446594645,1.20E-20,-1.730321351,0.041786439,0,0,0,1.16E-19,0.12528449,0
Oligo,HMDB0001311,D-Lactic acid,Oligo,SLC16A1,1.223546694,0.500763359,0.145038168,Transporter,-1342.64096,0,-42.43682204,4.30E-226,-1.730321351,0.041786439,0,0,0,2.64E-224,0.12528449,0
Oligo,HMDB0000234,Testosterone,Fibro,AR,0.282498693,0.329770992,0.13972912,Nuclear Receptor,-3311.179521,0,-104.6563752,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Mast,HMDB0000234,Testosterone,Fibro,AR,0.048792405,0.067431851,0.13972912,Nuclear Receptor,-664.0589439,0,-20.98889581,1.28E-81,-1.730321351,0.041786439,0,0,0,3.10E-80,0.12528449,0
Myeloid,HMDB0000286,Uridine diphosphate glucose,pDC,P2RY14,2.462797958,0.511166667,0.261324042,Receptor,-1340.664741,0,-42.37435971,1.11E-225,-1.730321351,0.041786439,0,0,0,6.77E-224,0.12528449,0
B,HMDB0001358,Retinal,NK,RXRA,0.016597195,0.167833333,0.027333333,Nuclear Receptor,-355.1470346,0,-11.22512418,6.38E-28,-1.730321351,0.041786439,0,0,0,7.41E-27,0.12528449,0
T,HMDB0001358,Retinal,Epi,RXRA,0.124394096,0.281666667,0.236666667,Nuclear Receptor,-887.8810474,0,-28.0632359,1.51E-128,-1.730321351,0.041786439,0,0,0,5.17E-127,0.12528449,0
Epi,HMDB0001358,Retinal,Fibro,RXRA,0.145217903,0.596333333,0.140406321,Nuclear Receptor,-941.426953,0,-29.75566011,3.97E-140,-1.730321351,0.041786439,0,0,0,1.48E-138,0.12528449,0
Oligo,HMDB0001358,Retinal,Endo,RXRA,0.155566113,0.432061069,0.132415757,Nuclear Receptor,-337.2241969,0,-10.65863745,1.69E-25,-1.730321351,0.041786439,0,0,0,1.87E-24,0.12528449,0
NK,HMDB0001358,Retinal,Myeloid,RXRA,0.174347163,0.2615,0.3015,Nuclear Receptor,-1120.270911,0,-35.40837699,6.77E-179,-1.730321351,0.041786439,0,0,0,3.20E-177,0.12528449,0
Oligo,HMDB0001358,Retinal,Epi,RXRA,0.175390321,0.432061069,0.236666667,Nuclear Receptor,-367.5958595,0,-11.6185939,1.16E-29,-1.730321351,0.041786439,0,0,0,1.41E-28,0.12528449,0
T,HMDB0001358,Retinal,Myeloid,RXRA,0.181520392,0.281666667,0.3015,Nuclear Receptor,-1135.326514,0,-35.88423909,3.85E-182,-1.730321351,0.041786439,0,0,0,1.86E-180,0.12528449,0
