Sender,Metabolite,Metabolite_Name,Receiver,Sensor,Commu_Score,metabolite_prop_in_sender,sensor_prop_in_receiver,Annotation,ztest_stat,ztest_pval,ttest_stat,ttest_pval,ranksum_test_stat,ranksum_test_pval,permutation_test_stat,permutation_test_pval,ztest_fdr,ttest_fdr,ranksum_test_fdr,permutation_test_fdr
Endo,HMDB0001852,all-trans-Retinoic acid,Fibro,RXRG,0.0273501,0.2078785,0.010383747,Nuclear Receptor,-223.9188508,0,-7.07739798,1.38E-12,-1.730321351,0.041786439,0,0,0,9.61E-12,0.12528449,0
Myeloid,HMDB0001852,all-trans-Retinoic acid,Oligo,RXRG,0.193428151,0.360333333,0.047328244,Nuclear Receptor,-938.3496278,0,-29.65839516,1.84E-139,-1.730321351,0.041786439,0,0,0,6.82E-138,0.12528449,0
Mast,HMDB0001852,all-trans-Retinoic acid,Oligo,RXRG,0.236064217,0.307890961,0.047328244,Nuclear Receptor,-1148.972961,0,-36.31556201,4.45E-185,-1.730321351,0.041786439,0,0,0,2.19E-183,0.12528449,0
B,HMDB0000277,Sphingosine 1-phosphate,Oligo,S1PR5,0.002699147,0.0415,0.245801527,Receptor,-124.604905,0,-3.938384373,4.39E-05,-1.730321351,0.041786439,0,0,0,0.000177472,0.12528449,0
Fibro,HMDB0000277,Sphingosine 1-phosphate,Fibro,S1PR5,0.003205991,0.155079007,0.011286682,Receptor,-147.5595672,0,-4.663911857,1.76E-06,-1.730321351,0.041786439,0,0,0,8.24E-06,0.12528449,0
Epi,HMDB0006219,13-cis-Retinoic acid,Endo,RXRG,0.05862735,0.162166667,0.025628856,Nuclear Receptor,-424.5047766,0,-13.41731274,3.67E-38,-1.730321351,0.041786439,0,0,0,5.17E-37,0.12528449,0
Fibro,HMDB0000277,Sphingosine 1-phosphate,NK,S1PR5,0.106621589,0.155079007,0.223166667,Receptor,-621.3439111,0,-19.63880275,3.60E-73,-1.730321351,0.041786439,0,0,0,8.00E-72,0.12528449,0
Fibro,HMDB0000277,Sphingosine 1-phosphate,Endo,S1PR5,0.004437388,0.155079007,0.012814428,Receptor,-145.3913019,0,-4.595379545,2.44E-06,-1.730321351,0.041786439,0,0,0,1.12E-05,0.12528449,0
Fibro,HMDB0000277,Sphingosine 1-phosphate,T,S1PR5,0.005177877,0.155079007,0.0115,Receptor,-158.8906628,0,-5.022053534,3.03E-07,-1.730321351,0.041786439,0,0,0,1.50E-06,0.12528449,0
Endo,HMDB0000277,Sphingosine 1-phosphate,NK,S1PR5,0.900242319,0.202183199,0.223166667,Receptor,-2918.453046,0,-92.24347849,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Endo,HMDB0000277,Sphingosine 1-phosphate,Fibro,S1PR5,0.027069276,0.202183199,0.011286682,Receptor,-176.9877517,0,-5.594047807,1.43E-08,-1.730321351,0.041786439,0,0,0,7.90E-08,0.12528449,0
Epi,HMDB0000050,Adenosine,Myeloid,ADORA3,0.14321535,0.573166667,0.086333333,Receptor,-3223.049955,0,-101.870866,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
NK,HMDB0000121,Folic acid,Myeloid,FOLR2,0.126046386,0.027,0.22,Transporter,-827.8980016,0,-26.16735315,1.14E-115,-1.730321351,0.041786439,0,0,0,3.59E-114,0.12528449,0
Endo,HMDB0002369,9-cis-Retinoic acid,Epi,VDR,0.289210549,0.2078785,0.163666667,Nuclear Receptor,-866.2518132,0,-27.37960119,6.89E-124,-1.730321351,0.041786439,0,0,0,2.29E-122,0.12528449,0
T,HMDB0001358,Retinal,Endo,RXRG,0.026398735,0.281666667,0.025628856,Nuclear Receptor,-895.8019949,0,-28.31359311,2.96E-130,-1.730321351,0.041786439,0,0,0,1.02E-128,0.12528449,0
NK,HMDB0001358,Retinal,Oligo,RXRG,0.033294758,0.2615,0.047328244,Nuclear Receptor,-639.8149737,0,-20.2226172,8.54E-77,-1.730321351,0.041786439,0,0,0,1.96E-75,0.12528449,0
Fibro,HMDB0002369,9-cis-Retinoic acid,Myeloid,VDR,0.656195082,0.441309255,0.125833333,Nuclear Receptor,-3034.2477,0,-95.90339745,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Endo,HMDB0002369,9-cis-Retinoic acid,Fibro,VDR,0.138308401,0.2078785,0.072009029,Nuclear Receptor,-193.830629,0,-6.126400244,6.46E-10,-1.730321351,0.041786439,0,0,0,3.89E-09,0.12528449,0
Fibro,HMDB0002369,9-cis-Retinoic acid,Mast,VDR,0.140108413,0.441309255,0.015781923,Nuclear Receptor,-204.9585515,0,-6.478120236,7.28E-11,-1.730321351,0.041786439,0,0,0,4.61E-10,0.12528449,0
Epi,HMDB0002369,9-cis-Retinoic acid,Myeloid,VDR,0.156837127,0.162166667,0.125833333,Nuclear Receptor,-366.6496804,0,-11.58868804,1.58E-29,-1.730321351,0.041786439,0,0,0,1.91E-28,0.12528449,0
Fibro,HMDB0002369,9-cis-Retinoic acid,pDC,VDR,0.160504112,0.441309255,0.020905923,Nuclear Receptor,-150.9818367,0,-4.772079449,1.05E-06,-1.730321351,0.041786439,0,0,0,4.98E-06,0.12528449,0
Epi,HMDB0002369,9-cis-Retinoic acid,Epi,VDR,0.171374015,0.162166667,0.163666667,Nuclear Receptor,-424.0187889,0,-13.40195214,4.37E-38,-1.730321351,0.041786439,0,0,0,6.14E-37,0.12528449,0
Epi,HMDB0000112,gamma-Aminobutyric acid,Epi,GABBR1,0.099362803,0.745333333,0.036166667,Receptor,-136.9801657,0,-4.329528954,8.22E-06,-1.730321351,0.041786439,0,0,0,3.58E-05,0.12528449,0
Fibro,HMDB0002369,9-cis-Retinoic acid,Fibro,VDR,0.342896847,0.441309255,0.072009029,Nuclear Receptor,-1132.70777,0,-35.80146852,1.41E-181,-1.730321351,0.041786439,0,0,0,6.78E-180,0.12528449,0
Epi,HMDB0000053,Androstenedione,Endo,AR,0.10227257,0.645333333,0.032273374,Nuclear Receptor,-923.0396703,0,-29.17449369,3.82E-136,-1.730321351,0.041786439,0,0,0,1.38E-134,0.12528449,0
Myeloid,HMDB0002369,9-cis-Retinoic acid,Fibro,VDR,0.206238034,0.360333333,0.072009029,Nuclear Receptor,-550.679815,0,-17.40532428,9.12E-60,-1.730321351,0.041786439,0,0,0,1.72E-58,0.12528449,0
Mast,HMDB0002369,9-cis-Retinoic acid,Fibro,VDR,0.25136406,0.307890961,0.072009029,Nuclear Receptor,-722.4746591,0,-22.83523998,1.66E-93,-1.730321351,0.041786439,0,0,0,4.48E-92,0.12528449,0
Endo,HMDB0002369,9-cis-Retinoic acid,Myeloid,VDR,0.264678118,0.2078785,0.125833333,Nuclear Receptor,-754.4631017,0,-23.84629795,3.78E-100,-1.730321351,0.041786439,0,0,0,1.08E-98,0.12528449,0
Fibro,HMDB0002369,9-cis-Retinoic acid,T,VDR,0.132376532,0.441309255,0.015666667,Nuclear Receptor,-221.0912412,0,-6.988025789,2.54E-12,-1.730321351,0.041786439,0,0,0,1.74E-11,0.12528449,0
Fibro,HMDB0000053,Androstenedione,Fibro,AR,0.130016702,0.384875847,0.13972912,Nuclear Receptor,-1815.971267,0,-57.39736219,7.14814e-319,-1.730321351,0.041786439,0,0,0,7.1915953e-317,0.12528449,0
Oligo,HMDB0000053,Androstenedione,Fibro,AR,0.15594838,0.386259542,0.13972912,Nuclear Receptor,-1877.388577,0,-59.3385777,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
B,HMDB0001358,Retinal,Oligo,RXRG,0.018147151,0.167833333,0.047328244,Nuclear Receptor,-377.7969312,0,-11.94101894,4.04E-31,-1.730321351,0.041786439,0,0,0,5.04E-30,0.12528449,0
B,HMDB0001358,Retinal,Epi,RXRG,0.002665151,0.167833333,0.011166667,Nuclear Receptor,-275.8655424,0,-8.719275872,5.75E-18,-1.730321351,0.041786439,0,0,0,5.06E-17,0.12528449,0
pDC,HMDB0001358,Retinal,Epi,RXRG,0.003413272,0.284552846,0.011166667,Nuclear Receptor,-197.086092,0,-6.229295588,3.45E-10,-1.730321351,0.041786439,0,0,0,2.11E-09,0.12528449,0
NK,HMDB0001358,Retinal,Epi,RXRG,0.004889779,0.2615,0.011166667,Nuclear Receptor,-385.205011,0,-12.17516595,3.38E-32,-1.730321351,0.041786439,0,0,0,4.28E-31,0.12528449,0
T,HMDB0001358,Retinal,Oligo,RXRG,0.034664617,0.281666667,0.047328244,Nuclear Receptor,-666.8799693,0,-21.07805989,3.49E-82,-1.730321351,0.041786439,0,0,0,8.45E-81,0.12528449,0
pDC,HMDB0001358,Retinal,Fibro,RXRG,0.004892645,0.284552846,0.010383747,Nuclear Receptor,-230.8598606,0,-7.296782317,3.00E-13,-1.730321351,0.041786439,0,0,0,2.16E-12,0.12528449,0
T,HMDB0001358,Retinal,Epi,RXRG,0.005090961,0.281666667,0.011166667,Nuclear Receptor,-382.0122613,0,-12.07425278,9.90E-32,-1.730321351,0.041786439,0,0,0,1.25E-30,0.12528449,0
NK,HMDB0001358,Retinal,Fibro,RXRG,0.007009097,0.2615,0.010383747,Nuclear Receptor,-437.8828322,0,-13.84015263,2.77E-40,-1.730321351,0.041786439,0,0,0,4.03E-39,0.12528449,0
B,HMDB0001358,Retinal,Endo,RXRG,0.013819909,0.167833333,0.025628856,Nuclear Receptor,-511.2623252,0,-16.15945658,1.17E-52,-1.730321351,0.041786439,0,0,0,2.00E-51,0.12528449,0
Mast,HMDB0002369,9-cis-Retinoic acid,Myeloid,VDR,0.481030553,0.307890961,0.125833333,Nuclear Receptor,-1950.818893,0,-61.65948799,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
pDC,HMDB0001358,Retinal,Endo,RXRG,0.017699223,0.284552846,0.025628856,Nuclear Receptor,-475.2024966,0,-15.01971441,1.98E-46,-1.730321351,0.041786439,0,0,0,3.13E-45,0.12528449,0
Fibro,HMDB0000277,Sphingosine 1-phosphate,pDC,S1PR2,0.00315943,0.155079007,0.012775842,Receptor,-128.6898067,0,-4.067495767,2.56E-05,-1.730321351,0.041786439,0,0,0,0.000105892,0.12528449,0
Myeloid,HMDB0000112,gamma-Aminobutyric acid,Myeloid,GABBR1,0.147626888,0.898666667,0.018666667,Receptor,-374.3188428,0,-11.83108708,1.28E-30,-1.730321351,0.041786439,0,0,0,1.58E-29,0.12528449,0
Myeloid,HMDB0000112,gamma-Aminobutyric acid,B,GABBR1,0.17640846,0.898666667,0.013166667,Receptor,-505.0581557,0,-15.96336154,1.44E-51,-1.730321351,0.041786439,0,0,0,2.43E-50,0.12528449,0
Epi,HMDB0000112,gamma-Aminobutyric acid,Fibro,GABBR1,0.185846222,0.745333333,0.051241535,Receptor,-468.1589236,0,-14.79708836,3.03E-45,-1.730321351,0.041786439,0,0,0,4.72E-44,0.12528449,0
Myeloid,HMDB0000112,gamma-Aminobutyric acid,Epi,GABBR1,0.194746638,0.898666667,0.036166667,Receptor,-581.1706615,0,-18.36904777,1.87E-65,-1.730321351,0.041786439,0,0,0,3.83E-64,0.12528449,0
Endo,HMDB0000112,gamma-Aminobutyric acid,Fibro,GABBR1,0.198637189,0.741338396,0.051241535,Receptor,-514.6974881,0,-16.2680317,2.88E-53,-1.730321351,0.041786439,0,0,0,4.95E-52,0.12528449,0
Endo,HMDB0000277,Sphingosine 1-phosphate,T,S1PR1,0.189051349,0.202183199,0.0635,Receptor,-726.562294,0,-22.96443776,2.38E-94,-1.730321351,0.041786439,0,0,0,6.47E-93,0.12528449,0
Myeloid,HMDB0000145,Estrone,Epi,ESR1,0.046071553,0.662166667,0.028666667,Receptor,-133.033267,0,-4.204779418,1.42E-05,-1.730321351,0.041786439,0,0,0,6.04E-05,0.12528449,0
T,HMDB0000145,Estrone,Fibro,ESR1,0.136861952,0.373666667,0.079458239,Receptor,-817.2974842,0,-25.83230284,2.07E-113,-1.730321351,0.041786439,0,0,0,6.42E-112,0.12528449,0
pDC,HMDB0000145,Estrone,Fibro,ESR1,0.150527478,0.515679443,0.079458239,Receptor,-903.8753604,0,-28.56876778,5.34E-132,-1.730321351,0.041786439,0,0,0,1.87E-130,0.12528449,0
Oligo,HMDB0000145,Estrone,Fibro,ESR1,0.183350741,0.490076336,0.079458239,Receptor,-1100.959116,0,-34.79798952,1.00E-174,-1.730321351,0.041786439,0,0,0,4.64E-173,0.12528449,0
Myeloid,HMDB0000145,Estrone,Fibro,ESR1,0.202578636,0.662166667,0.079458239,Receptor,-1341.459231,0,-42.39947116,7.57E-226,-1.730321351,0.041786439,0,0,0,4.64E-224,0.12528449,0
Epi,HMDB0000053,Androstenedione,Fibro,AR,0.317838616,0.645333333,0.13972912,Nuclear Receptor,-4989.117321,0,-157.6909167,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Epi,HMDB0001999,Eicosapentaenoic acid,Myeloid,FFAR4,0.109752885,0.180333333,0.211833333,Receptor,-1370.039128,0,-43.30279529,8.96E-232,-1.730321351,0.041786439,0,0,0,5.65E-230,0.12528449,0
Endo,HMDB0000277,Sphingosine 1-phosphate,NK,S1PR1,0.174177322,0.202183199,0.0495,Receptor,-676.5823473,0,-21.38472273,3.89E-84,-1.730321351,0.041786439,0,0,0,9.55E-83,0.12528449,0
Epi,HMDB0000145,Estrone,Epi,ESR1,0.060222885,0.684833333,0.028666667,Receptor,-268.5461921,0,-8.487933334,3.76E-17,-1.730321351,0.041786439,0,0,0,3.20E-16,0.12528449,0
pDC,HMDB0000277,Sphingosine 1-phosphate,Endo,S1PR1,0.603196826,0.174216028,0.355007119,Receptor,-1311.127011,0,-41.44076135,1.62E-219,-1.730321351,0.041786439,0,0,0,9.67E-218,0.12528449,0
Endo,HMDB0000277,Sphingosine 1-phosphate,Endo,S1PR1,1.042041634,0.202183199,0.355007119,Receptor,-3474.195539,0,-109.8088187,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Epi,HMDB0000145,Estrone,Myeloid,ESR1,0.047487851,0.684833333,0.020666667,Receptor,-138.0240861,0,-4.362524123,7.10E-06,-1.730321351,0.041786439,0,0,0,3.11E-05,0.12528449,0
Mast,HMDB0000145,Estrone,Myeloid,ESR1,0.047631667,0.57733142,0.020666667,Receptor,-136.2819713,0,-4.30746114,9.07E-06,-1.730321351,0.041786439,0,0,0,3.93E-05,0.12528449,0
Fibro,HMDB0000145,Estrone,Epi,ESR1,0.047921262,0.618735892,0.028666667,Receptor,-149.0774036,0,-4.711886077,1.40E-06,-1.730321351,0.041786439,0,0,0,6.60E-06,0.12528449,0
Endo,HMDB0000145,Estrone,Epi,ESR1,0.052338535,0.573327005,0.028666667,Receptor,-187.6979234,0,-5.932563959,2.05E-09,-1.730321351,0.041786439,0,0,0,1.19E-08,0.12528449,0
pDC,HMDB0000277,Sphingosine 1-phosphate,Fibro,S1PR1,0.03814237,0.174216028,0.026410835,Receptor,-142.2733402,0,-4.496830199,3.85E-06,-1.730321351,0.041786439,0,0,0,1.74E-05,0.12528449,0
Fibro,HMDB0000122,D-Glucose,Epi,SLC2A12,0.003968656,0.439277652,0.018666667,Transporter,-819.8517653,0,-25.91303594,5.91E-114,-1.730321351,0.041786439,0,0,0,1.84E-112,0.12528449,0
B,HMDB0000277,Sphingosine 1-phosphate,Endo,S1PR1,0.004140175,0.0415,0.355007119,Receptor,-167.1614608,0,-5.283468456,7.78E-08,-1.730321351,0.041786439,0,0,0,4.04E-07,0.12528449,0
Fibro,HMDB0000277,Sphingosine 1-phosphate,Mast,S1PR1,0.006045823,0.155079007,0.018077475,Receptor,-161.6089487,0,-5.107970335,1.95E-07,-1.730321351,0.041786439,0,0,0,9.80E-07,0.12528449,0
NK,HMDB0001999,Eicosapentaenoic acid,Myeloid,FFAR4,0.107983102,0.078166667,0.211833333,Receptor,-1363.590453,0,-43.09897216,1.93E-230,-1.730321351,0.041786439,0,0,0,1.21E-228,0.12528449,0
Myeloid,HMDB0000053,Androstenedione,pDC,AR,0.065681376,0.423833333,0.068524971,Nuclear Receptor,-327.9043662,0,-10.36406578,2.82E-24,-1.730321351,0.041786439,0,0,0,3.00E-23,0.12528449,0
Fibro,HMDB0000053,Androstenedione,pDC,AR,0.066633686,0.384875847,0.068524971,Nuclear Receptor,-332.1509189,0,-10.49828648,7.88E-25,-1.730321351,0.041786439,0,0,0,8.55E-24,0.12528449,0
Oligo,HMDB0000053,Androstenedione,pDC,AR,0.079923696,0.386259542,0.068524971,Nuclear Receptor,-414.7193864,0,-13.10802613,1.22E-36,-1.730321351,0.041786439,0,0,0,1.68E-35,0.12528449,0
NK,HMDB0000053,Androstenedione,Fibro,AR,0.08500095,0.165,0.13972912,Nuclear Receptor,-1100.559143,0,-34.78534758,1.22E-174,-1.730321351,0.041786439,0,0,0,5.64E-173,0.12528449,0
pDC,HMDB0000053,Androstenedione,Fibro,AR,0.091983518,0.282229965,0.13972912,Nuclear Receptor,-1022.139973,0,-32.30675469,1.20E-157,-1.730321351,0.041786439,0,0,0,4.97E-156,0.12528449,0
pDC,HMDB0000277,Sphingosine 1-phosphate,Epi,S1PR2,0.036727284,0.174216028,0.048666667,Receptor,-162.3343692,0,-5.130898682,1.73E-07,-1.730321351,0.041786439,0,0,0,8.74E-07,0.12528449,0
B,HMDB0000277,Sphingosine 1-phosphate,NK,S1PR1,0.000692031,0.0415,0.0495,Receptor,-170.2238466,0,-5.380261214,4.63E-08,-1.730321351,0.041786439,0,0,0,2.45E-07,0.12528449,0
B,HMDB0000277,Sphingosine 1-phosphate,Myeloid,S1PR1,0.000131323,0.0415,0.019833333,Receptor,-166.3458863,0,-5.257690612,8.92E-08,-1.730321351,0.041786439,0,0,0,4.61E-07,0.12528449,0
B,HMDB0000277,Sphingosine 1-phosphate,Mast,S1PR1,0.000202817,0.0415,0.018077475,Receptor,-161.0935413,0,-5.091679864,2.12E-07,-1.730321351,0.041786439,0,0,0,1.06E-06,0.12528449,0
B,HMDB0000277,Sphingosine 1-phosphate,Fibro,S1PR1,0.000261799,0.0415,0.026410835,Receptor,-160.5973356,0,-5.075996302,2.30E-07,-1.730321351,0.041786439,0,0,0,1.15E-06,0.12528449,0
Fibro,HMDB0000277,Sphingosine 1-phosphate,Fibro,S1PR1,0.007804039,0.155079007,0.026410835,Receptor,-172.3687935,0,-5.448056502,3.21E-08,-1.730321351,0.041786439,0,0,0,1.72E-07,0.12528449,0
B,HMDB0000277,Sphingosine 1-phosphate,T,S1PR1,0.000751127,0.0415,0.0635,Receptor,-170.5858426,0,-5.391702814,4.36E-08,-1.730321351,0.041786439,0,0,0,2.31E-07,0.12528449,0
Fibro,HMDB0000277,Sphingosine 1-phosphate,Myeloid,S1PR1,0.003914639,0.155079007,0.019833333,Receptor,-157.9151972,0,-4.991222017,3.54E-07,-1.730321351,0.041786439,0,0,0,1.74E-06,0.12528449,0
Fibro,HMDB0000112,gamma-Aminobutyric acid,B,GABBR1,0.107379069,0.774717833,0.013166667,Receptor,-175.8853519,0,-5.559204282,1.74E-08,-1.730321351,0.041786439,0,0,0,9.54E-08,0.12528449,0
Epi,HMDB0001852,all-trans-Retinoic acid,Endo,RXRG,0.055587089,0.162,0.025628856,Nuclear Receptor,-401.6590171,0,-12.69522734,1.21E-34,-1.730321351,0.041786439,0,0,0,1.60E-33,0.12528449,0
Fibro,HMDB0001852,all-trans-Retinoic acid,Fibro,RXRG,0.067603327,0.441309255,0.010383747,Nuclear Receptor,-758.7549511,0,-23.98195034,4.78E-101,-1.730321351,0.041786439,0,0,0,1.38E-99,0.12528449,0
Epi,HMDB0001852,all-trans-Retinoic acid,Oligo,RXRG,0.072992327,0.162,0.047328244,Nuclear Receptor,-319.487674,0,-10.09803958,3.38E-23,-1.730321351,0.041786439,0,0,0,3.48E-22,0.12528449,0
Endo,HMDB0001852,all-trans-Retinoic acid,Epi,RXRG,0.019080339,0.2078785,0.011166667,Nuclear Receptor,-131.1853529,0,-4.14637244,1.83E-05,-1.730321351,0.041786439,0,0,0,7.69E-05,0.12528449,0
Oligo,HMDB0000121,Folic acid,Myeloid,FOLR2,0.515878244,0.161832061,0.22,Transporter,-2195.108445,0,-69.38074226,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Endo,HMDB0001852,all-trans-Retinoic acid,Endo,RXRG,0.098939434,0.2078785,0.025628856,Nuclear Receptor,-767.3738969,0,-24.25436916,7.47E-103,-1.730321351,0.041786439,0,0,0,2.19E-101,0.12528449,0
NK,HMDB0001358,Retinal,Endo,RXRG,0.025355523,0.2615,0.025628856,Nuclear Receptor,-865.7046116,0,-27.3623058,9.03E-124,-1.730321351,0.041786439,0,0,0,3.00E-122,0.12528449,0
Endo,HMDB0000112,gamma-Aminobutyric acid,Epi,GABBR1,0.106201502,0.741338396,0.036166667,Receptor,-166.2699791,0,-5.255291415,9.03E-08,-1.730321351,0.041786439,0,0,0,4.66E-07,0.12528449,0
Mast,HMDB0001852,all-trans-Retinoic acid,Fibro,RXRG,0.049695421,0.307890961,0.010383747,Nuclear Receptor,-528.3360414,0,-16.69910514,1.06E-55,-1.730321351,0.041786439,0,0,0,1.89E-54,0.12528449,0
Endo,HMDB0000112,gamma-Aminobutyric acid,Endo,GABBR1,0.265006741,0.741338396,0.045562411,Receptor,-535.2887167,0,-16.91885819,5.88E-57,-1.730321351,0.041786439,0,0,0,1.07E-55,0.12528449,0
Mast,HMDB0000112,gamma-Aminobutyric acid,B,GABBR1,0.115430297,0.827833572,0.013166667,Receptor,-212.4383688,0,-6.71453465,1.58E-11,-1.730321351,0.041786439,0,0,0,1.04E-10,0.12528449,0
Fibro,HMDB0000112,gamma-Aminobutyric acid,Epi,GABBR1,0.118541439,0.774717833,0.036166667,Receptor,-225.841458,0,-7.138165784,9.09E-13,-1.730321351,0.041786439,0,0,0,6.39E-12,0.12528449,0
Mast,HMDB0000112,gamma-Aminobutyric acid,Epi,GABBR1,0.127429616,0.827833572,0.036166667,Receptor,-264.7754321,0,-8.368751009,9.73E-17,-1.730321351,0.041786439,0,0,0,8.16E-16,0.12528449,0
Myeloid,HMDB0000112,gamma-Aminobutyric acid,pDC,GABBR1,0.142077147,0.898666667,0.013937282,Receptor,-123.254825,0,-3.895712428,5.22E-05,-1.730321351,0.041786439,0,0,0,0.00020964,0.12528449,0
Epi,HMDB0000285,Uridine triphosphate,Epi,P2RY11,0.016305134,0.570666667,0.027,Receptor,-690.2833117,0,-21.8177688,6.53E-87,-1.730321351,0.041786439,0,0,0,1.66E-85,0.12528449,0
Endo,HMDB0000122,D-Glucose,T,SLC2A8,0.0031882,0.35168486,0.012166667,Transporter,-140.5540866,0,-4.44248979,4.94E-06,-1.730321351,0.041786439,0,0,0,2.20E-05,0.12528449,0
Myeloid,HMDB0001852,all-trans-Retinoic acid,Endo,RXRG,0.14730463,0.360333333,0.025628856,Nuclear Receptor,-1213.157182,0,-38.34423121,8.08E-199,-1.730321351,0.041786439,0,0,0,4.27E-197,0.12528449,0
Fibro,HMDB0006219,13-cis-Retinoic acid,Fibro,RXRG,0.067806894,0.441309255,0.010383747,Nuclear Receptor,-754.6835995,0,-23.85326722,3.40E-100,-1.730321351,0.041786439,0,0,0,9.70E-99,0.12528449,0
Epi,HMDB0006219,13-cis-Retinoic acid,Oligo,RXRG,0.076984545,0.162166667,0.047328244,Nuclear Receptor,-336.6498966,0,-10.64048556,2.01E-25,-1.730321351,0.041786439,0,0,0,2.22E-24,0.12528449,0
Endo,HMDB0006219,13-cis-Retinoic acid,Endo,RXRG,0.098939434,0.2078785,0.025628856,Nuclear Receptor,-761.0757797,0,-24.05530471,1.56E-101,-1.730321351,0.041786439,0,0,0,4.53E-100,0.12528449,0
Epi,HMDB0000063,Cortisol,Oligo,NR3C1,0.010829684,0.011666667,0.186259542,Nuclear Receptor,-280.3013564,0,-8.859478542,1.81E-18,-1.730321351,0.041786439,0,0,0,1.63E-17,0.12528449,0
Myeloid,HMDB0006219,13-cis-Retinoic acid,Endo,RXRG,0.147533153,0.360333333,0.025628856,Nuclear Receptor,-1204.826268,0,-38.08091621,4.83E-197,-1.730321351,0.041786439,0,0,0,2.52E-195,0.12528449,0
Epi,HMDB0000285,Uridine triphosphate,NK,P2RY11,0.04510336,0.570666667,0.027,Receptor,-1515.698795,0,-47.90665706,2.27E-261,-1.730321351,0.041786439,0,0,0,1.69E-259,0.12528449,0
Fibro,HMDB0000285,Uridine triphosphate,Myeloid,P2RY11,0.048556611,0.558465011,0.081333333,Receptor,-1480.072461,0,-46.78061633,3.14E-254,-1.730321351,0.041786439,0,0,0,2.28E-252,0.12528449,0
Endo,HMDB0001852,all-trans-Retinoic acid,Oligo,RXRG,0.129919011,0.2078785,0.047328244,Nuclear Receptor,-608.5434694,0,-19.23421948,1.10E-70,-1.730321351,0.041786439,0,0,0,2.38E-69,0.12528449,0
Fibro,HMDB0000122,D-Glucose,Fibro,SLC2A12,0.00362965,0.439277652,0.010383747,Transporter,-696.5308698,0,-22.01523522,3.49E-88,-1.730321351,0.041786439,0,0,0,8.97E-87,0.12528449,0
Mast,HMDB0001852,all-trans-Retinoic acid,Endo,RXRG,0.179773999,0.307890961,0.025628856,Nuclear Receptor,-1507.632577,0,-47.65170829,9.27E-260,-1.730321351,0.041786439,0,0,0,6.82E-258,0.12528449,0
Myeloid,HMDB0006219,13-cis-Retinoic acid,Epi,RXRG,0.028451573,0.360333333,0.011166667,Nuclear Receptor,-277.7469527,0,-8.778741562,3.53E-18,-1.730321351,0.041786439,0,0,0,3.14E-17,0.12528449,0
Mast,HMDB0006219,13-cis-Retinoic acid,Epi,RXRG,0.034676935,0.307890961,0.011166667,Nuclear Receptor,-366.6493293,0,-11.58867694,1.58E-29,-1.730321351,0.041786439,0,0,0,1.91E-28,0.12528449,0
Myeloid,HMDB0006219,13-cis-Retinoic acid,Fibro,RXRG,0.040782995,0.360333333,0.010383747,Nuclear Receptor,-401.6231497,0,-12.69409368,1.22E-34,-1.730321351,0.041786439,0,0,0,1.62E-33,0.12528449,0
Fibro,HMDB0006219,13-cis-Retinoic acid,Epi,RXRG,0.047304343,0.441309255,0.011166667,Nuclear Receptor,-569.8754307,0,-18.01203967,2.50E-63,-1.730321351,0.041786439,0,0,0,4.94E-62,0.12528449,0
Mast,HMDB0006219,13-cis-Retinoic acid,Fibro,RXRG,0.049706541,0.307890961,0.010383747,Nuclear Receptor,-523.6960109,0,-16.5524478,7.19E-55,-1.730321351,0.041786439,0,0,0,1.27E-53,0.12528449,0
Fibro,HMDB0001852,all-trans-Retinoic acid,Epi,RXRG,0.047162328,0.441309255,0.011166667,Nuclear Receptor,-573.2063172,0,-18.11731892,5.93E-64,-1.730321351,0.041786439,0,0,0,1.19E-62,0.12528449,0
Epi,HMDB0001358,Retinal,Fibro,RXRG,0.012393666,0.596333333,0.010383747,Nuclear Receptor,-678.2875261,0,-21.43861828,1.76E-84,-1.730321351,0.041786439,0,0,0,4.34E-83,0.12528449,0
Epi,HMDB0000063,Cortisol,T,NR3C1,0.02480871,0.011666667,0.293333333,Nuclear Receptor,-391.7805713,0,-12.38299953,3.63E-33,-1.730321351,0.041786439,0,0,0,4.66E-32,0.12528449,0
Epi,HMDB0000063,Cortisol,pDC,NR3C1,0.046105619,0.011666667,0.574912892,Nuclear Receptor,-370.3205764,0,-11.70471397,4.77E-30,-1.730321351,0.041786439,0,0,0,5.82E-29,0.12528449,0
Endo,HMDB0000121,Folic acid,Epi,FOLR1,0.361204336,0.061699098,0.3875,Transporter,-1387.08956,0,-43.8417079,2.72E-235,-1.730321351,0.041786439,0,0,0,1.75E-233,0.12528449,0
Fibro,HMDB0000121,Folic acid,Epi,FOLR1,0.512234398,0.117832957,0.3875,Transporter,-2848.07226,0,-90.01895459,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
