B	CD4+ T	CD8+ T1	CD8+ T2	CD8+ T3	DNAJB1+PTGDR+ NK	Endo	Epi	Fibro	KLRC2+PTGDR+ NK	Mast	Myeloid	Oligo	pDC	PTGDR- NK	PTGDR+ NK1	PTGDR+ NK2	PTGDS+PTGDR+ NK
GSM1019234	-0.00975035943178043	-0.15706812861388	0.0801250683908624	-0.271204374268134	-0.48474509944045	-0.191752888311773	0.145999059585171	-0.291910178872395	0.0859138296947918	-0.203049952995918	-0.098932556178474	0.0694132354900895	-0.441654827183791	-0.29725387980511	0.181594166745896	-0.214983809865146	-0.195759523940656	-0.0134389100014625
GSM1019236	-0.0544029201583621	-0.257296443227936	-0.113554903293281	-0.25555786151626	-0.425080883740664	-0.139731617985485	0.226363739061641	-0.278690428157441	0.103196417801271	-0.303453189693585	0.0497003557920984	0.0539260547473794	-0.405261182848531	-0.292733774770793	0.0094054775715546	-0.278881745935228	-0.182627325508401	-0.328092982836656
GSM1019239	-0.185379144312551	-0.291833679863616	-0.142655457946262	-0.303252392644114	-0.386938695484995	-0.134454754329239	-0.104075397191225	-0.267656486968043	0.00682586652309979	-0.203946667319907	-0.115814218444726	-0.0177386361290277	-0.429634611829326	-0.268083790037211	-0.0158199258677025	-0.318237127483799	-0.1959922374912	-0.378421847744807
GSM1019242	0.0454924026647053	-0.238042711033736	0.13746477329522	-0.165034133802619	-0.432921224141029	-0.2175282056539	0.344337812773959	-0.401367460237246	0.167936776266284	-0.116749335309501	-0.0830985878835057	-0.0433152828586035	-0.433882325322237	-0.295945281178141	0.25855464997959	-0.0751613993483809	-0.0610750376512946	-0.246167252399041
GSM1019243	-0.109210374699837	-0.286882987715105	0.018162008232961	-0.282561198571909	-0.424635442337377	-0.180003454243005	0.102885645068814	-0.257559902517885	0.108066941958375	-0.214761766241582	-0.0774315142831987	-0.00998476465941919	-0.452110563101282	-0.266807336183173	0.134714018921926	-0.267543098520589	-0.156044412658113	-0.358863348737632
GSM1019244	-0.0178552380016134	-0.275247787044701	0.0354940116398505	-0.22997859073359	-0.37309833393905	-0.177109724670756	0.0855142743248208	-0.348331800802237	0.122085839290883	-0.235845874661743	0.0100050851187587	0.000581437745853127	-0.380910152339856	-0.284701582676371	0.191170566830275	-0.175469440695669	-0.166425868538492	-0.3181644969453
GSM1019247	-0.156588509924782	-0.227821676538927	0.0495048026021609	-0.2288822965656	-0.449448871126047	-0.177714165772205	0.194105860958307	-0.233791533450932	0.167917348166871	-0.123110379026181	-0.0552439476196563	0.203291387848845	-0.321871730787715	-0.188395750398019	0.232193341549796	-0.128505922084574	-0.0254296649728161	-0.241141098269477
GSM1019249	-0.0644387392513475	-0.18739013555125	0.0734700407188067	-0.267714623241297	-0.428918460929971	-0.133753597416012	0.139843733511478	-0.199923787006371	0.12422852028143	-0.209866895022938	-0.011759566906421	0.144174136147333	-0.448424099330618	-0.302190433736832	0.191932423409682	-0.197573196876779	-0.0970757296732141	-0.297572699782544
GSM1019253	-0.0418820858639392	-0.271284044182981	0.00924353503249269	-0.287615221588617	-0.447275585451037	-0.252287606623717	-0.0065374744867632	-0.312970914835922	0.0204692248488672	-0.236555587305954	-0.101441864609196	-0.0857582095540048	-0.467435325885137	-0.276259794855612	0.0882292580664486	-0.28956899486145	-0.0881640134482031	-0.255318016408026
GSM1019254	-0.0416986190574718	-0.226991962229363	0.136978694901597	-0.218224389478907	-0.489181814396308	-0.181019603704042	0.26895273486414	-0.443069085877779	0.127346850461655	-0.0995274455368884	-0.108452391390785	0.174502295618933	-0.442425158394305	-0.263555629526262	0.216093444736728	-0.0577853373050788	-0.0789583743789227	-0.134445498454296
GSM1019256	-0.110723749181273	-0.295712016918477	0.13838911594485	-0.21006579863458	-0.372777328630961	-0.190308454979951	-0.126827892836857	-0.259861109129884	-0.0278687378751995	-0.180294723273569	-0.0452130802052548	-0.0137100004327492	-0.434853826834276	-0.194413246414367	0.263461485001935	-0.167846375137594	-0.0136801335363723	-0.26500156966262
